Test,repo,sha,author,date_iso,subject,file_path,pandas_type_all,polars_type_all,macro_primary,macro_all,macro_evidence,pandas_evidence,polars_evidence,patch_lines_file,pandas_type_all.1,polars_type_all.1,macro_all.1
No,lenvt/lxd-io,dcf228ecbd2da76f9563fbd8d4628b31769f2dc5,Lennart Vater,2025-03-28T16:09:57+01:00,Replace pandas by polars to increase speed,lxd_io/recording.py,Input/output,Expressions - Columns/names;Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,91,,,
No,lenvt/lxd-io,dcf228ecbd2da76f9563fbd8d4628b31769f2dc5,Lennart Vater,2025-03-28T16:09:57+01:00,Replace pandas by polars to increase speed,lxd_io/track.py,Other pandas API,Expressions - Columns/names,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b,129,,,
No,lsmoker/django-dashboards,52988c791cf66dcf72ce9dd938eda1a9bf9dbe48,LeVon Smoker,2025-09-08T08:41:57-04:00,use polars instead of pandas,dashboards/component/chart/serializers.py,,,Import/setup-only,Import/setup-only,Import/setup-only: import pandas -> import polars,,,7,,,
No,machow/catfact,11553e6fd17f8efde358bc0b8541b1ec9fe0274f,Michael Chow,2025-06-24T09:54:11-04:00,dev: make pandas and polars optional with LazyImport,catfact/reorder.py,,,Other / Manual,Other / Manual,fallback:Other,,,18,,,
Yes,marimo-team/marimo,0e0b38dedb205713f221fae59bb3f99b61d9112f,Shahmir Varqha,2025-03-27T11:53:01+08:00,fix: fallback to pandas sql (#4271),marimo/_sql/engines/duckdb.py,Other pandas API,Exceptions,Other / Manual,Other / Manual,polars:Exceptions->Other / Manual,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Exceptions:\b(?:pl|polars)\.exceptions\.\w+\b,27,,,
Yes,marimo-team/marimo,0e0b38dedb205713f221fae59bb3f99b61d9112f,Shahmir Varqha,2025-03-27T11:53:01+08:00,fix: fallback to pandas sql (#4271),marimo/_sql/engines/sqlalchemy.py,Other pandas API,Exceptions,Other / Manual,Other / Manual,polars:Exceptions->Other / Manual,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Exceptions:\b(?:pl|polars)\.exceptions\.\w+\b,25,,,
Yes,marimo-team/marimo,181136b495acafce562fd691c6743be68489b0fd,Myles Scolnick,2024-10-24T16:30:36-04:00,improvement: more narwhals for table logic (#2711),tests/_plugins/ui/_impl/dataframes/test_dataframe.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,116,,,
Yes,marimo-team/marimo,2014f45a3565fb645249336e2e6f58038366dd30,Myles Scolnick,2024-10-08T18:24:16-04:00,"fix: bump polars to 1.9.0, fix breaks in search and summaries (#2553)",tests/_plugins/core/test_json_encoder.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,25,,,
Yes,marimo-team/marimo,320894818235bb4338cef984543590948b952add,Shahmir Varqha,2025-08-12T23:08:04+08:00,refactor so that sql engines uses the same logic for returning df (#5991),marimo/_sql/engines/clickhouse.py,Other pandas API,Functions;Input/output - IPC,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b|Input/output - IPC:\b(?:pl|polars)\.(?:read_ipc|read_ipc_schema|read_ipc_stream|scan_ipc)\b,159,,,
Yes,marimo-team/marimo,320894818235bb4338cef984543590948b952add,Shahmir Varqha,2025-08-12T23:08:04+08:00,refactor so that sql engines uses the same logic for returning df (#5991),marimo/_sql/engines/dbapi.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,55,,,
Yes,marimo-team/marimo,320894818235bb4338cef984543590948b952add,Shahmir Varqha,2025-08-12T23:08:04+08:00,refactor so that sql engines uses the same logic for returning df (#5991),marimo/_sql/engines/sqlalchemy.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,52,,,
Yes,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,Akshay Agrawal,2024-12-29T10:41:22-08:00,chore: use polars instead of pandas in examples (#3289),examples/sql/read_csv.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,59,,,
Yes,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,Akshay Agrawal,2024-12-29T10:41:22-08:00,chore: use polars instead of pandas in examples (#3289),examples/sql/read_json.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,60,,,
Yes,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,Akshay Agrawal,2024-12-29T10:41:22-08:00,chore: use polars instead of pandas in examples (#3289),examples/sql/read_parquet.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,17,,,
Yes,marimo-team/marimo,7e604334698168d0b0a6f59d960924ac2982548b,Shahmir Varqha,2025-04-11T13:54:45+08:00,improve: add clickhouse support for diff sql output types (#4456),marimo/_sql/engines/clickhouse.py,Other pandas API,Functions;Input/output - IPC;Exceptions,Other / Manual,Other / Manual,polars:Exceptions->Other / Manual,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b|Input/output - IPC:\b(?:pl|polars)\.(?:read_ipc|read_ipc_schema|read_ipc_stream|scan_ipc)\b|Exceptions:\b(?:pl|polars)\.exceptions\.\w+\b,179,,,
Yes,marimo-team/marimo,7e604334698168d0b0a6f59d960924ac2982548b,Shahmir Varqha,2025-04-11T13:54:45+08:00,improve: add clickhouse support for diff sql output types (#4456),tests/_sql/test_clickhouse.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,135,,,
Yes,marimo-team/marimo,a90a37e32b5f1408d245922a1ef2658e76db5c55,Myles Scolnick,2024-08-24T17:09:23+02:00,improvement: support polars filtering in altair (#2108),marimo/_plugins/ui/_impl/altair_chart.py,Input/output;General functions,Expressions - Columns/names;Expressions - Functions;Data types;Input/output - CSV;Input/output - JSON,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Data types:\b(?:pl|polars)\.datatypes\.\w+\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b|Input/output - JSON:\b(?:pl|polars)\.(?:read_json|read_ndjson|scan_ndjson)\b,284,,,
Yes,marimo-team/marimo,a90a37e32b5f1408d245922a1ef2658e76db5c55,Myles Scolnick,2024-08-24T17:09:23+02:00,improvement: support polars filtering in altair (#2108),tests/_plugins/ui/_impl/test_altair_chart.py,General functions,Other polars API,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,122,,,
Yes,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,Myles Scolnick,2023-11-09T18:23:31-05:00,Add support for polars (#325),marimo/_output/data/data.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,34,,,
Yes,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,Myles Scolnick,2023-11-09T18:23:31-05:00,Add support for polars (#325),marimo/_plugins/ui/_impl/table.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,130,,,
Yes,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,Myles Scolnick,2023-11-09T18:23:31-05:00,Add support for polars (#325),marimo/_plugins/ui/_impl/utils/dataframe.py,,Other polars API,Other / Manual,Other / Manual,fallback:Other,,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,23,,,
Yes,marimo-team/marimo,c8d94210762d8f502fd05fff2c5deccb86a7fe01,Shahmir Varqha,2025-11-25T03:07:33+08:00,pandas change to to_dict instead of to_json and fix rich elems (#7223),marimo/_smoke_tests/tables/big_ints.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,24,,,
Yes,marimo-team/marimo,dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97,Myles Scolnick,2024-08-14T16:11:06+02:00,fix: altair geo charts: don't use custom transformers and don't enable selection (#2015),marimo/_plugins/ui/_impl/charts/altair_transformer.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,59,,,
Yes,marimo-team/marimo,ebc0ac21b719384af86ef910f99f032c35e88742,Myles Scolnick,2025-10-14T16:04:44-04:00,"improvement: migrate mo.ui.dataframe to narwhals; support duckdb, ibis, pandas, polars (#6772)",tests/_plugins/ui/_impl/dataframes/test_dataframe.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,115,,,
Yes,marimo-team/marimo,ebc0ac21b719384af86ef910f99f032c35e88742,Myles Scolnick,2025-10-14T16:04:44-04:00,"improvement: migrate mo.ui.dataframe to narwhals; support duckdb, ibis, pandas, polars (#6772)",tests/_plugins/ui/_impl/test_table.py,Other pandas API,Input/output - CSV;Input/output - JSON;Input/output - Parquet,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b|Input/output - JSON:\b(?:pl|polars)\.(?:read_json|read_ndjson|scan_ndjson)\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,485,,,
Yes,marimo-team/marimo,fdd5d8d3f0c1af145b91fc987287652d56cb7e18,Myles Scolnick,2024-06-13T21:40:26-05:00,feat: polars support in `mo.ui.dataframe` transformations (#1612),tests/_plugins/ui/_impl/dataframes/test_dataframe.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,113,,,
Yes,marimo-team/marimo,fdd5d8d3f0c1af145b91fc987287652d56cb7e18,Myles Scolnick,2024-06-13T21:40:26-05:00,feat: polars support in `mo.ui.dataframe` transformations (#1612),tests/_plugins/ui/_impl/dataframes/test_handlers.py,Other pandas API,Exceptions,Other / Manual,Other / Manual,polars:Exceptions->Other / Manual,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Exceptions:\b(?:pl|polars)\.exceptions\.\w+\b,733,,,
No,mayaradaher/michelin-app,6719a2274a0a0b13efd5466e10afae7691cc31af,mayaradaher,2025-02-06T21:34:24-03:00,refactor: migrate from pandas to polars and update search functionality,pages/app_br.py,Input/output,Input/output - Parquet,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,74,,,
No,mayaradaher/michelin-app,6719a2274a0a0b13efd5466e10afae7691cc31af,mayaradaher,2025-02-06T21:34:24-03:00,refactor: migrate from pandas to polars and update search functionality,pages/app_en.py,Input/output,Expressions - Columns/names;Input/output - Parquet,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,83,,,
Yes,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,Ben Geo Abraham,2025-04-03T19:19:12+05:30,Deprecate pandas backend in favor of Polars (#125),mesa_frames/concrete/__init__.py,Other pandas API,,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,,86,,,
Yes,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,Ben Geo Abraham,2025-04-03T19:19:12+05:30,Deprecate pandas backend in favor of Polars (#125),mesa_frames/types_.py,Index objects,Other polars API,Index & pandas-specific semantics,Index & pandas-specific semantics,pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword,Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,36,,,
Yes,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,Ben Geo Abraham,2025-04-03T19:19:12+05:30,Deprecate pandas backend in favor of Polars (#125),tests/test_agents.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,465,,,
Yes,mesa/mesa-frames,bf1ccd9328f260a746c21a6bad7e15a7a6898dc3,Adam Amer,2024-07-06T12:37:38+02:00,Changes to AgentSetDF and AgentsDF before time.py -> CopyMixin (#16),mesa_frames/types.py,,Other polars API,Other / Manual,Other / Manual,fallback:Other,,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,24,,,
Yes,monarch-initiative/pheval,0badcb92ffda127491d17dd0ea37bc5616b417f5,Yasemin Bridges,2025-03-18T15:26:56+00:00,use polars in place of pandas for mapping gene identifiers and symbols,src/pheval/utils/phenopacket_utils.py,Input/output,Expressions - Columns/names;Expressions - Functions;Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,197,,,
